screenshot_id,source_file,record_index,bug_id,execution_id,test_case_id,screen_name,module,buttons_json,labels_json,menus_json,dialog_boxes_json,tables_json,warning_messages_json,error_messages_json,field_values_json,captured_time,user_action
ocr_batch_003.json:280,ocr_batch_003.json,280,BUG-002770,EXEC-010403,TC-010077,POS Dashboard,Payroll,"[""Rock"", ""Several"", ""Wife""]","[""Thousand"", ""Thousand"", ""Beat"", ""Bad""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Win?""]","[""Relationship List""]","[""The accountant escalated the invoice due to missing configuration settings.""]","[""""]","{""environment"": ""minute"", ""stay"": ""write"", ""trade"": ""chance"", ""western"": ""among"", ""yet"": ""blue""}",1972-03-23T03:32:31,The sales representative rejected the employee record but the system raised a validation exception.
ocr_batch_003.json:281,ocr_batch_003.json,281,BUG-004208,EXEC-008883,TC-011302,Inventory Dashboard,Documents,"[""Respond"", ""Simple""]","[""Move"", ""Red"", ""Result""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Later?""]","[""Staff List""]","[""""]","[""""]","{""later"": ""against"", ""all"": ""health"", ""at"": ""response""}",2005-08-22T04:19:56,The background job processed the incoming shipment after verifying the related documents.
ocr_batch_003.json:282,ocr_batch_003.json,282,BUG-006913,EXEC-001711,TC-001041,Project Dashboard,Quality,"[""Important"", ""Glass"", ""Process""]","[""Event"", ""Six"", ""Democratic"", ""Human"", ""Daughter""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Message?""]","[""Yard List""]","[""""]","[""The warehouse operator attempted to confirm the manufacturing order after verifying the related documents.""]","{""choice"": ""nice"", ""if"": ""do"", ""moment"": ""institution"", ""beautiful"": ""Mr"", ""significant"": ""Democrat"", ""well"": ""begin""}",2019-06-12T20:04:36,The system validated the transfer after verifying the related documents.
ocr_batch_003.json:283,ocr_batch_003.json,283,BUG-006833,EXEC-017891,TC-007714,Project Dashboard,POS,"[""Soon"", ""How"", ""Return""]","[""Customer"", ""Throw"", ""Know"", ""Case"", ""Father"", ""List""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Available?""]","[""Fine List""]","[""The background job escalated the POS receipt due to missing configuration settings.""]","[""""]","{""some"": ""push"", ""low"": ""spring""}",1977-01-17T20:16:32,The API endpoint deleted the employee record due to missing configuration settings. The user verified the transfer triggering a workflow notification.
ocr_batch_003.json:284,ocr_batch_003.json,284,BUG-007560,EXEC-016043,TC-006677,Accounting Dashboard,Helpdesk,"[""Offer"", ""Cut""]","[""This"", ""Impact"", ""Box""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Cost?""]","[""Yard List""]","[""""]","[""The warehouse operator configured the incoming shipment and successfully completed the transaction.""]","{""thing"": ""see"", ""yes"": ""next"", ""century"": ""state""}",2018-12-07T07:07:29,The sales representative attempted to confirm the employee record and successfully completed the transaction. The accountant updated the POS receipt which resulted in an AccessError.
ocr_batch_003.json:285,ocr_batch_003.json,285,BUG-006753,EXEC-001892,TC-019916,Maintenance Dashboard,Manufacturing,"[""Idea"", ""Open"", ""Thought"", ""Guy"", ""You""]","[""Unit"", ""Radio"", ""Allow"", ""Discussion""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Fish?""]","[""Population List""]","[""The system escalated the transfer due to missing configuration settings.""]","[""The accountant attempted to confirm the transfer due to missing configuration settings.""]","{""end"": ""woman"", ""wait"": ""suddenly"", ""billion"": ""until""}",2014-06-26T22:11:09,The sales representative rejected the manufacturing order but encountered a permission error.
ocr_batch_003.json:286,ocr_batch_003.json,286,BUG-001534,EXEC-004879,TC-012122,Knowledge Dashboard,Quality,"[""Writer"", ""Study"", ""Practice"", ""City"", ""College""]","[""Agreement"", ""Prepare"", ""Mind"", ""Chair"", ""Husband"", ""Method"", ""Tend"", ""Likely""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Ready?""]","[""Actually List""]","[""The accountant escalated the POS receipt due to missing configuration settings.""]","[""""]","{""about"": ""before"", ""item"": ""arm"", ""crime"": ""tonight"", ""few"": ""drive"", ""capital"": ""condition"", ""leader"": ""right""}",2023-06-08T06:44:24,The API endpoint rejected the invoice triggering a workflow notification.
ocr_batch_003.json:287,ocr_batch_003.json,287,BUG-009912,EXEC-010090,TC-004300,Project Dashboard,Rental,"[""Majority"", ""Way"", ""Speech"", ""Agent""]","[""Game"", ""Employee"", ""Truth"", ""As"", ""Many""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Source?""]","[""Bag List""]","[""The system deleted the incoming shipment triggering a workflow notification.""]","[""The system escalated the transfer while ensuring all mandatory fields were populated.""]","{""begin"": ""deep"", ""professor"": ""we"", ""theory"": ""little""}",2011-07-10T15:28:19,The background job calculated the employee record which resulted in an AccessError.
ocr_batch_003.json:288,ocr_batch_003.json,288,BUG-001649,EXEC-006428,TC-007767,Rental Dashboard,HR,"[""Range"", ""Provide"", ""Begin"", ""Mean"", ""Say""]","[""Agency"", ""Fly"", ""Sell""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Necessary?""]","[""Expert List""]","[""""]","[""""]","{""somebody"": ""network"", ""country"": ""eat"", ""view"": ""until"", ""while"": ""PM"", ""wide"": ""decade""}",2016-10-18T02:01:33,The system calculated the manufacturing order while ensuring all mandatory fields were populated.
ocr_batch_003.json:289,ocr_batch_003.json,289,BUG-000968,EXEC-014871,TC-004959,CRM Dashboard,Maintenance,"[""If"", ""Allow""]","[""Sort"", ""Man"", ""Everyone"", ""Mr"", ""Benefit"", ""Account"", ""Small""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Great?""]","[""Eight List""]","[""""]","[""The user configured the manufacturing order while ensuring all mandatory fields were populated.""]","{""into"": ""under"", ""outside"": ""agree"", ""since"": ""draw"", ""education"": ""follow"", ""degree"": ""day"", ""letter"": ""security""}",2004-03-03T06:36:26,The sales representative attempted to confirm the invoice due to missing configuration settings. The accountant validated the POS receipt and successfully completed the transaction.
ocr_batch_003.json:290,ocr_batch_003.json,290,BUG-001973,EXEC-014260,TC-012145,eCommerce Dashboard,Website,"[""Who"", ""Nothing"", ""These"", ""Thought""]","[""Worker"", ""Friend"", ""Face"", ""Sit"", ""Difference"", ""Entire""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Culture?""]","[""Garden List""]","[""The accountant deleted the transfer while ensuring all mandatory fields were populated.""]","[""The background job attempted to confirm the incoming shipment triggering a workflow notification.""]","{""up"": ""TV"", ""work"": ""our"", ""imagine"": ""one"", ""focus"": ""statement"", ""very"": ""common"", ""have"": ""politics""}",2012-07-12T20:42:35,The background job validated the POS receipt after verifying the related documents.
ocr_batch_003.json:291,ocr_batch_003.json,291,BUG-000734,EXEC-014435,TC-012091,Sales Dashboard,Subscriptions,"[""Break"", ""Guess"", ""Or"", ""One""]","[""Suggest"", ""Man"", ""Medical"", ""Product""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Media?""]","[""Speak List""]","[""""]","[""""]","{""apply"": ""indicate"", ""week"": ""attention""}",2003-04-29T14:14:52,The warehouse operator validated the invoice but the system raised a validation exception.
ocr_batch_003.json:292,ocr_batch_003.json,292,BUG-003539,EXEC-009816,TC-017682,HR Dashboard,Purchase,"[""Must"", ""A"", ""Receive"", ""Main"", ""They""]","[""Bag"", ""Information"", ""Past"", ""Perhaps"", ""Agency"", ""Like"", ""Rock"", ""Detail""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm On?""]","[""Wrong List""]","[""The user verified the incoming shipment but the system raised a validation exception.""]","[""The background job processed the invoice which resulted in an AccessError.""]","{""by"": ""admit"", ""hard"": ""skin"", ""evidence"": ""tough"", ""crime"": ""fact"", ""soldier"": ""poor"", ""recognize"": ""turn""}",2002-08-09T11:24:33,The warehouse operator processed the invoice while ensuring all mandatory fields were populated.
ocr_batch_003.json:293,ocr_batch_003.json,293,BUG-009801,EXEC-002673,TC-016782,Helpdesk Dashboard,CRM,"[""Ok"", ""Material""]","[""College"", ""Ask"", ""Activity"", ""Book"", ""Act"", ""Family"", ""Republican"", ""Decade""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Consumer?""]","[""Stand List""]","[""""]","[""""]","{""owner"": ""final"", ""trip"": ""change""}",1987-06-24T20:16:07,The user deleted the employee record triggering a workflow notification.
ocr_batch_003.json:294,ocr_batch_003.json,294,BUG-008929,EXEC-008574,TC-010859,Payroll Dashboard,Helpdesk,"[""We"", ""Right""]","[""Follow"", ""Tree"", ""Today""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Back?""]","[""Develop List""]","[""""]","[""The accountant verified the employee record triggering a workflow notification.""]","{""yourself"": ""order"", ""direction"": ""involve"", ""generation"": ""lose"", ""say"": ""plan"", ""past"": ""speak"", ""message"": ""marriage""}",2010-01-14T09:23:05,The user rejected the incoming shipment but encountered a permission error.
ocr_batch_003.json:295,ocr_batch_003.json,295,BUG-000824,EXEC-003341,TC-014067,CRM Dashboard,Purchase,"[""Section"", ""Serve"", ""Against"", ""Life"", ""Soon""]","[""Key"", ""Result"", ""Him""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Natural?""]","[""Who List""]","[""The warehouse operator updated the transfer but encountered a permission error.""]","[""""]","{""enough"": ""second"", ""card"": ""church"", ""everything"": ""picture"", ""box"": ""leave""}",1992-11-11T21:14:41,The background job configured the incoming shipment after verifying the related documents.
ocr_batch_003.json:296,ocr_batch_003.json,296,BUG-008579,EXEC-003181,TC-001176,Manufacturing Dashboard,Payroll,"[""After"", ""Despite"", ""Report"", ""Director""]","[""Law"", ""Everybody"", ""Religious""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm State?""]","[""Color List""]","[""The manager processed the POS receipt while ensuring all mandatory fields were populated.""]","[""""]","{""skin"": ""hotel"", ""like"": ""without"", ""thank"": ""at""}",1971-06-28T23:10:46,The warehouse operator rejected the incoming shipment due to missing configuration settings. The background job calculated the transfer while ensuring all mandatory fields were populated.
ocr_batch_003.json:297,ocr_batch_003.json,297,BUG-009878,EXEC-016911,TC-018551,Documents Dashboard,Inventory,"[""Television"", ""Whatever"", ""Site"", ""Positive"", ""Either""]","[""Little"", ""Pull"", ""Light"", ""Letter"", ""Education"", ""Challenge"", ""Drive"", ""Expect""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Evening?""]","[""Imagine List""]","[""""]","[""""]","{""generation"": ""somebody"", ""practice"": ""not""}",2002-03-18T09:12:08,The manager rejected the invoice while ensuring all mandatory fields were populated.
ocr_batch_003.json:298,ocr_batch_003.json,298,BUG-009111,EXEC-015240,TC-005073,Documents Dashboard,Maintenance,"[""Green"", ""Address"", ""Recognize"", ""Hope"", ""Animal""]","[""Since"", ""Simple"", ""Idea"", ""Deep"", ""You"", ""Would"", ""Article"", ""Indeed""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Fear?""]","[""Arm List""]","[""The API endpoint updated the invoice but encountered a permission error.""]","[""The sales representative updated the invoice which resulted in an AccessError.""]","{""according"": ""activity"", ""television"": ""world"", ""fund"": ""tax""}",1983-06-03T06:49:57,The manager updated the subscription renewal and successfully completed the transaction.
ocr_batch_003.json:299,ocr_batch_003.json,299,BUG-009655,EXEC-006341,TC-005046,Quality Dashboard,Quality,"[""President"", ""Painting"", ""Nature"", ""Eat""]","[""Explain"", ""Quite"", ""Reason"", ""Positive"", ""Allow"", ""Parent""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Structure?""]","[""Almost List""]","[""The warehouse operator processed the employee record due to missing configuration settings.""]","[""The user escalated the invoice and successfully completed the transaction.""]","{""their"": ""statement"", ""consumer"": ""together"", ""president"": ""evidence"", ""hot"": ""game"", ""account"": ""interview"", ""dinner"": ""pressure""}",1981-10-17T13:55:52,The API endpoint rejected the POS receipt due to missing configuration settings. The accountant updated the incoming shipment but the system raised a validation exception.
ocr_batch_003.json:300,ocr_batch_003.json,300,BUG-002629,EXEC-000650,TC-003916,Project Dashboard,Subscriptions,"[""Office"", ""There"", ""Serve"", ""Agreement"", ""Gas""]","[""Charge"", ""Peace"", ""Happy"", ""Possible"", ""Kind""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Whom?""]","[""Difference List""]","[""The background job calculated the transfer but the system raised a validation exception.""]","[""""]","{""director"": ""crime"", ""you"": ""number"", ""without"": ""month""}",2008-03-24T11:13:41,The background job rejected the manufacturing order which resulted in an AccessError.
ocr_batch_003.json:301,ocr_batch_003.json,301,BUG-006948,EXEC-003301,TC-001968,Sales Dashboard,CRM,"[""Star"", ""Challenge"", ""Clear""]","[""Author"", ""Both"", ""Realize"", ""Realize"", ""Available""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Base?""]","[""Spring List""]","[""The accountant escalated the invoice after verifying the related documents.""]","[""The user updated the incoming shipment but the system raised a validation exception.""]","{""beautiful"": ""during"", ""center"": ""high""}",2001-01-12T16:56:14,The system calculated the incoming shipment and successfully completed the transaction. The warehouse operator calculated the manufacturing order which resulted in an AccessError.
ocr_batch_003.json:302,ocr_batch_003.json,302,BUG-005179,EXEC-002922,TC-010837,Studio Dashboard,eCommerce,"[""Authority"", ""Peace""]","[""Skill"", ""Manage"", ""Establish"", ""Become"", ""As""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm In?""]","[""Send List""]","[""""]","[""""]","{""people"": ""maintain"", ""option"": ""network"", ""chair"": ""nation"", ""travel"": ""catch""}",1980-05-26T23:46:11,The accountant configured the invoice after verifying the related documents.
ocr_batch_003.json:303,ocr_batch_003.json,303,BUG-004585,EXEC-006294,TC-001299,CRM Dashboard,Quality,"[""Buy"", ""Raise"", ""East"", ""Really"", ""I""]","[""Consumer"", ""Compare"", ""Between"", ""System"", ""Serve"", ""Computer"", ""International""]","[""File"", ""Edit"", ""View"", ""Reports"", ""Configuration""]","[""Confirm Scene?""]","[""Member List""]","[""The system calculated the subscription renewal due to missing configuration settings.""]","[""The accountant verified the manufacturing order due to missing configuration settings.""]","{""mother"": ""day"", ""start"": ""arm"", ""radio"": ""up"", ""at"": ""professional"", ""a"": ""perform""}",1974-08-17T12:41:08,The system rejected the incoming shipment due to missing configuration settings. The accountant attempted to confirm the employee record while ensuring all mandatory fields were populated.
